datetime,open,high,low,close,volume,dividends,stock splits,Score_Sentimento,ma7,ma21,rsi,std,upper_band,lower_band,target_swing
2024-04-04 15:00:00-03:00,128732.8828125,128912.5234375,127841.7421875,127850.96875,0,0.0,0.0,0.5,128555.5234375,127519.11979166667,52.998267938847235,931.1601581422642,129381.4401079512,125656.79947538214,0.007978466627770464
2024-04-04 16:00:00-03:00,127895.6484375,127895.6484375,127177.65625,127461.3671875,0,0.0,0.0,0.5,128580.47991071429,127538.44122023809,48.783915454954276,925.0634885399558,129388.568197318,125688.31424315818,0.0059426707418392954
2024-04-05 10:00:00-03:00,127421.7421875,127432.203125,126810.3515625,126939.21875,0,0.0,0.0,0.5,128285.64955357143,127531.76599702382,53.70803864386022,924.4300910383942,129380.62617910061,125682.90581494702,0.0115443414724814
2024-04-05 11:00:00-03:00,127085.25,127115.2578125,126394.1328125,126788.5078125,0,0.0,0.0,0.5,128060.86049107143,127525.42857142857,52.14953030194031,922.7406481475332,129370.90986772363,125679.9472751335,0.010682590329897934
2024-04-05 12:00:00-03:00,126771.90625,127014.0625,126400.3515625,126994.453125,0,0.0,0.0,0.5,127716.3046875,127537.01488095238,53.29138852816916,920.2058037240005,129377.42648840038,125696.60327350438,0.0071449971055577155
2024-04-05 13:00:00-03:00,127000.8203125,127246.046875,126870.703125,127240.1484375,0,0.0,0.0,0.5,127436.09486607143,127552.19047619047,52.18423658745154,918.8492326127678,129389.88894141601,125714.49201096494,0.006365546841513137
2024-04-05 14:00:00-03:00,127222.109375,127222.109375,126493.9921875,126518.75,0,0.0,0.0,0.5,127113.34486607143,127520.95572916667,43.43950343679101,948.0190337385529,129416.99379664377,125624.91766168957,0.007861544731512238
2024-04-05 15:00:00-03:00,126527.859375,126786.0390625,126420.6875,126770.9375,0,0.0,0.0,0.5,126959.0546875,127491.80766369047,46.64883652010552,962.2906657588961,129416.38899520827,125567.22633217268,0.004683952601518104
2024-04-05 16:00:00-03:00,126782.3125,126973.7890625,126629.3671875,126945.6484375,0,0.0,0.0,0.5,126885.38058035714,127458.07477678571,47.76215050103098,937.7091583172737,129333.49309342026,125582.65646015116,0.00490638125580678
2024-04-08 10:00:00-03:00,126796.421875,128289.7734375,126796.421875,128089.546875,0,0.0,0.0,0.5,127049.71316964286,127538.26302083333,43.51861501041004,913.0716009181966,129364.40622266973,125712.11981899693,-0.007215838138626363
2024-04-08 11:00:00-03:00,128115.2890625,128370.578125,127907.6171875,128362.46875,0,0.0,0.0,0.5,127274.56473214286,127628.10900297618,50.00327523686981,890.8661274178863,129409.84125781196,125846.3767481404,-0.006457300237924901
2024-04-08 12:00:00-03:00,128347.9296875,128616.0078125,128324.890625,128564.6015625,0,0.0,0.0,0.5,127498.87165178571,127726.24367559524,42.78926142516206,892.6055914288818,129511.454858453,125941.03249273747,-0.009344280893804013
2024-04-08 13:00:00-03:00,128554.078125,128655.03125,128460.96875,128510.8984375,0,0.0,0.0,0.5,127680.40736607143,127801.90252976191,43.925828214958024,905.1395179751884,129612.18156571228,125991.62349381154,-0.00828036532650589
2024-04-08 14:00:00-03:00,128530.828125,128766.3984375,128525.40625,128734.6171875,0,0.0,0.0,0.5,127996.95982142857,127860.98995535714,49.60459025638616,917.7236772172121,129696.43730979157,126025.54260092272,-0.009881763179107939
2024-04-08 15:00:00-03:00,128712.3984375,128755.1171875,128463.0625,128647.171875,0,0.0,0.0,0.5,128264.99330357143,127926.52380952382,58.568291419770105,921.0273868648142,129768.57858325345,126084.46903579419,-0.01383046338343763
2024-04-08 16:00:00-03:00,128625.7265625,129178.140625,128600.3515625,128848.7421875,0,0.0,0.0,0.5,128536.86383928571,128000.90811011905,65.55985476160436,912.424125952781,129825.75636202462,126176.05985821348,-0.014267880355593787
2024-04-09 10:00:00-03:00,128857.84375,129824.609375,128826.3828125,129532.4375,0,0.0,0.0,0.5,128742.99107142857,128026.11793154762,78.06675167335784,975.5378234816168,129977.19357851085,126075.04228458439,-0.02304007828155008
2024-04-09 11:00:00-03:00,129513.15625,129956.1796875,129190.7734375,129514.25,0,0.0,0.0,0.5,128907.53125,128080.98549107143,80.37234292598932,983.9331151254257,130048.85172132228,126113.11926082059,-0.025734378649453604
2024-04-09 12:00:00-03:00,129530.6171875,129667.8125,129398.2578125,129467.1875,0,0.0,0.0,0.5,129036.47209821429,128083.8828125,78.56454390227174,1002.4122205287204,130088.70725355744,126079.05837144256,-0.02876712246104829
2024-04-09 13:00:00-03:00,129490.1484375,129653.703125,129339.5625,129349.421875,0,0.0,0.0,0.5,129156.26116071429,128090.92113095238,75.1080161666211,1032.602971173276,130156.12707329894,126025.71518860583,-0.026713554358512637
2024-04-09 14:00:00-03:00,129335.84375,129645.28125,129179.578125,129566.8125,0,0.0,0.0,0.5,129275.14620535714,128128.48363095238,91.2302541753146,1084.5924100578557,130297.6684510681,125959.29881083667,-0.026275717306081026
2024-04-09 15:00:00-03:00,129591.09375,129758.1484375,129502.8828125,129551.2578125,0,0.0,0.0,0.5,129404.30133928571,128209.44977678571,90.18085171243472,1115.7564233733322,130440.96262353238,125977.93693003904,-0.027535433157761302
2024-04-09 16:00:00-03:00,129539.3125,129854.09375,129379.59375,129813.1015625,0,0.0,0.0,0.5,129542.06696428571,128321.43712797618,90.42206862524834,1123.5188478386976,130568.47482365358,126074.39943229879,-0.028474711570005362
2024-04-10 10:00:00-03:00,129871.640625,129871.640625,128838.359375,129154.0625,0,0.0,0.0,0.5,129488.01339285714,128426.90587797618,67.38250752666224,1069.191194219262,130565.2882664147,126288.52348953766,-0.025753763068815605
2024-04-10 11:00:00-03:00,129116.7109375,129160.0625,128735.7734375,128871.0234375,0,0.0,0.0,0.5,129396.12388392857,128526.07328869047,58.27685734993071,1010.00294891263,130546.07918651574,126506.06739086521,-0.026816904086092386
2024-04-10 12:00:00-03:00,128879.21875,128938.7109375,128158.109375,128218.828125,0,0.0,0.0,0.5,129217.78683035714,128584.37686011905,45.091528536541546,963.1369470390098,130510.65075419708,126658.10296604103,-0.02242443186422627
2024-04-10 13:00:00-03:00,128221.453125,128406.078125,128221.453125,128404.6484375,0,0.0,0.0,0.5,129082.81919642857,128639.82924107143,48.54624439342047,825.8702683555174,130291.56977778247,126988.0887043604,-0.023354513730549642
2024-04-10 14:00:00-03:00,128366.640625,128546.90625,127949.21875,128142.9375,0,0.0,0.0,0.5,128879.40848214286,128717.17150297618,41.987698284234376,700.6833541751208,130118.53821132642,127315.80479462595,-0.03109881689734173
2024-04-10 15:00:00-03:00,128132.15625,128295.3125,127876.9609375,127901.828125,0,0.0,0.0,0.5,128643.77566964286,128771.0234375,40.31010428897023,590.3998655783317,129951.82316865666,127590.22370634334,-0.02646115178426034
2024-04-10 16:00:00-03:00,127854.84375,128127.3828125,127731.7734375,128050.1015625,0,0.0,0.0,0.5,128391.91852678571,128823.61644345238,39.47130992205395,593.1764857166784,130009.96941488574,127637.26347201903,-0.023316496051685842
2024-04-11 10:00:00-03:00,128051.34375,128051.34375,127438.8984375,127513.3828125,0,0.0,0.0,0.5,128157.53571428571,128796.18005952382,22.309177522388254,657.5730882630236,130111.32623604986,127481.03388299777,-0.021466251734729047
2024-04-11 11:00:00-03:00,127490.4375,127500.828125,127069.4296875,127364.7265625,0,0.0,0.0,0.5,127942.35044642857,128748.66852678571,21.538385148680774,732.3764638265868,130213.42145443888,127283.91559913254,-0.02200796985281872
2024-04-11 12:00:00-03:00,127367.1796875,127598.7578125,127240.75,127568.4921875,0,0.0,0.0,0.5,127849.4453125,128701.23474702382,25.861277807905694,777.9985149417743,130257.23177690737,127145.23771714026,-0.02118622918680879
2024-04-11 13:00:00-03:00,127489.6796875,127489.6796875,127118.953125,127165.2734375,0,0.0,0.0,0.5,127672.39174107143,128637.15736607143,24.111255363952395,851.1646254364775,130339.48661694438,126934.82811519848,-0.020399756591369944
2024-04-11 14:00:00-03:00,127194.6875,127587.8203125,127148.4921875,127533.59375,0,0.0,0.0,0.5,127585.34263392857,128579.96577380953,26.732717526186107,885.8549189781094,130351.67561176575,126808.2559358533,-0.024108170028730225
2024-04-11 15:00:00-03:00,127561.2109375,127859.90625,127329.7109375,127363.2578125,0,0.0,0.0,0.5,127508.40401785714,128518.82700892857,25.818110858986174,923.3195478641545,130365.46610465688,126672.18791320025,-0.024582798573740017
2024-04-11 16:00:00-03:00,127328.9765625,127597.6328125,127274.140625,127446.78125,0,0.0,0.0,0.5,127422.21540178571,128452.06696428571,22.774169307850926,918.6210941705186,130289.30915262675,126614.82477594467,-0.023995677607589694
2024-04-12 10:00:00-03:00,127396.296875,127639.8984375,126964.65625,127462.4921875,0,0.0,0.0,0.5,127414.9453125,128353.49813988095,27.155749967820697,901.8199038661662,130157.13794761329,126549.85833214861,-0.027014258299883465
2024-04-12 11:00:00-03:00,127464.6328125,127634.0703125,126867.921875,126867.921875,0,0.0,0.0,0.5,127343.97321428571,128227.48251488095,25.048123429541263,911.3153350696173,130050.11318502018,126404.85184474172,-0.02050219057787339
2024-04-12 12:00:00-03:00,126811.203125,127095.5703125,126743.7421875,127010.34375,0,0.0,0.0,0.5,127264.23772321429,128110.48995535714,32.756414258068546,901.418618767753,129913.32719289266,126307.65271782163,-0.02356297998366763
2024-04-12 13:00:00-03:00,127006.6015625,127198.671875,126464.3984375,126548.0,0,0.0,0.0,0.5,127176.05580357143,127977.08891369047,25.445573402599976,886.4293465906164,129749.9476068717,126204.23022050924,-0.018619108460821154
2024-04-12 14:00:00-03:00,126512.0078125,126601.359375,126098.3671875,126181.28125,0,0.0,0.0,0.5,126982.86830357143,127815.87313988095,24.757925720995317,875.7772476393587,129567.42763515966,126064.31864460223,-0.009809918814721152
2024-04-12 15:00:00-03:00,126189.578125,126232.5703125,125725.7578125,125742.7890625,0,0.0,0.0,0.5,126751.37276785714,127634.51748511905,23.561083972883452,838.1294397279669,129310.77636457498,125958.25860566313,-0.008932855680031881
2024-04-12 16:00:00-03:00,125730.1796875,126068.7109375,125635.1328125,125894.0390625,0,0.0,0.0,0.5,126529.55245535714,127447.89546130953,23.616767428787767,821.5964923454688,129091.08844600046,125804.7024766186,-0.01406465519087019
2024-04-15 10:00:00-03:00,125946.09375,126229.5234375,125641.109375,126162.3515625,0,0.0,0.0,0.5,126343.81808035714,127305.43303571429,32.30541605785642,782.1608117767917,128869.75465926787,125741.11141216071,-0.019630645805401636
2024-04-15 11:00:00-03:00,126191.8828125,126250.40625,125831.6015625,125984.0078125,0,0.0,0.0,0.5,126217.54464285714,127167.95610119047,32.05613473636329,792.5975547118214,128753.15121061412,125582.76099176683,-0.017447961060037764
2024-04-15 12:00:00-03:00,125937.0,126227.203125,125838.7265625,126116.7109375,0,0.0,0.0,0.5,126089.8828125,127067.85528273809,30.77755388301108,761.2161114804501,128590.28750569899,125545.4230597772,-0.018795400267572093
2024-04-15 13:00:00-03:00,126105.3828125,126105.3828125,125676.9609375,125827.859375,0,0.0,0.0,0.5,125987.00558035714,126945.15104166667,31.738788154197678,754.4213565528778,128453.99375477243,125436.30832856092,-0.01358006095381048
2024-04-15 14:00:00-03:00,125806.8671875,125845.0625,125033.9765625,125415.1015625,0,0.0,0.0,0.5,125877.55133928571,126815.25409226191,21.420666890101614,782.4608030577984,128380.17569837751,125250.3324861463,-0.0023415989888079247
2024-04-15 15:00:00-03:00,125417.5078125,125496.0390625,125067.609375,125343.59375,0,0.0,0.0,0.5,125820.5234375,126693.43340773809,22.007488722520947,781.8078848865683,128257.04917751123,125129.81763796495,0.0008315891692709521
2024-04-15 16:00:00-03:00,125323.0703125,125459.40625,125090.203125,125405.8203125,0,0.0,0.0,0.5,125750.77790178571,126567.51525297618,21.544326685328997,797.7224483636355,128162.96014970346,124972.0703562489,-0.0014658036767507543
2024-04-16 10:00:00-03:00,125315.6328125,125315.6328125,123756.078125,124157.84375,0,0.0,0.0,0.5,125464.41964285714,126407.72767857143,15.70857620001135,930.3168208919559,128268.36132035534,124547.09403678753,0.008512664448556029
2024-04-16 11:00:00-03:00,124122.6875,124705.046875,124070.6015625,124517.3984375,0,0.0,0.0,0.5,125254.90401785714,126272.140625,24.358640015135947,970.9686093630979,128214.07784372619,124330.20340627381,0.005271916380661379
2024-04-16 12:00:00-03:00,124472.0078125,125171.4296875,124472.0078125,125064.421875,0,0.0,0.0,0.5,125104.57700892857,126152.89918154762,30.494211179190316,975.5078580274668,128103.91489760255,124201.88346549269,-0.0005381601457149499
2024-04-16 13:00:00-03:00,125027.53125,125027.53125,124676.453125,124776.1484375,0,0.0,0.0,0.5,124954.33258928571,126039.13132440476,31.596858766194245,957.2573009177563,127953.64592624028,124124.61672256925,0.0036380776148687843
2024-04-16 14:00:00-03:00,124813.2265625,124844.53125,124261.4921875,124561.6875,0,0.0,0.0,0.5,124832.41629464286,125897.61197916667,32.6288499116812,946.7088307332888,127791.02964063325,124004.1943177001,0.002058468018105497
2024-04-16 15:00:00-03:00,124590.2890625,125118.4921875,124416.9609375,124865.796875,0,0.0,0.0,0.5,124764.15959821429,125778.68526785714,40.31451196805527,887.9976486562094,127554.68056516956,124002.68997054473,0.0022643685827197224
2024-04-16 16:00:00-03:00,124863.859375,124899.703125,124469.4296875,124571.1328125,0,0.0,0.0,0.5,124644.91852678571,125641.74962797618,35.83844324237528,817.7288637875797,127277.20735555135,124006.29190040102,0.005287453422225807
2024-04-17 10:00:00-03:00,124388.6171875,125300.96875,124313.1484375,124458.9921875,0,0.0,0.0,0.5,124687.93973214286,125498.72581845238,31.134965078530044,790.4560638919131,127079.63794623621,123917.81369066855,0.012407952393455934
2024-04-17 11:00:00-03:00,124453.8984375,124525.0,124138.796875,124232.3125,0,0.0,0.0,0.5,124647.21316964286,125373.22061011905,30.805146775560516,740.7026922406434,126854.62599460034,123891.81522563777,0.011093442879444027
2024-04-17 12:00:00-03:00,124248.109375,124632.46875,124097.1015625,124388.609375,0,0.0,0.0,0.5,124550.66852678571,125248.37611607143,31.16109526040114,704.3793284050233,126657.13477288149,123839.61745926138,0.01097643712603813
2024-04-17 13:00:00-03:00,124381.2890625,124381.2890625,123641.9375,124019.1875,0,0.0,0.0,0.5,124442.53125,125127.95647321429,30.623146096004618,709.0662449752416,126546.08896316477,123709.8239832638,0.012394566465773638
2024-04-17 14:00:00-03:00,123992.3515625,124438.6484375,123898.28125,124266.8515625,0,0.0,0.0,0.5,124400.41183035714,125036.79315476191,37.247334517992,712.7346402539994,126462.2624352699,123611.32387425391,0.004081061189072921
2024-04-17 15:00:00-03:00,124290.3125,124379.03125,123975.4765625,124017.6015625,0,0.0,0.0,0.5,124279.24107142857,124954.64136904762,35.832636346486765,712.563091654001,126379.76755235562,123529.51518573961,0.00538072563162495
2024-04-17 16:00:00-03:00,124023.703125,124241.046875,123911.2578125,124191.7890625,0,0.0,0.0,0.5,124225.04910714286,124873.58184523809,37.33194421346794,664.5650238412055,126202.7118929205,123544.45179755568,0.006326907808732685
2024-04-18 10:00:00-03:00,124170.671875,124956.953125,124164.1875,124943.453125,0,0.0,0.0,0.5,124294.2578125,124815.5390625,59.14479547480038,605.8869824432606,126027.31302738652,123603.76509761348,0.005033214400364416
2024-04-18 11:00:00-03:00,124926.0,125140.21875,124569.609375,124619.546875,0,0.0,0.0,0.5,124349.57700892857,124750.56473214286,51.19899788536204,514.6911393760614,125779.94701089498,123721.18245339073,0.007146438579120451
2024-04-18 12:00:00-03:00,124626.34375,124736.8125,124109.40625,124123.3828125,0,0.0,0.0,0.5,124311.6875,124655.64434523809,38.82079753200541,452.3568332101867,125560.35801165846,123750.93067881772,0.012260356111135184
2024-04-18 13:00:00-03:00,124126.4296875,124165.1171875,123595.7734375,123685.703125,0,0.0,0.0,0.5,124264.046875,124553.63690476191,37.489984064130674,453.03970201779134,125459.71630879749,123647.55750072633,0.013824543939180423
2024-04-18 14:00:00-03:00,123694.9296875,123785.84375,123396.53125,123785.84375,0,0.0,0.0,0.5,124195.33147321429,124476.05319940476,40.859454961820816,435.86605025056883,125347.7852999059,123604.32109890363,0.009957658728646068
2024-04-18 15:00:00-03:00,123777.1875,123985.8828125,123633.078125,123746.296875,0,0.0,0.0,0.5,124156.57366071429,124399.99144345238,35.93383120911568,397.0954532089284,125194.18234987024,123605.80053703452,0.010232440036400003
2024-04-18 16:00:00-03:00,123771.0,124204.640625,123771.0,124119.109375,0,0.0,0.0,0.5,124146.19084821429,124338.71949404762,44.42985403385275,398.1734201859111,125135.06633441945,123542.37265367579,0.004720075461788653
2024-04-19 10:00:00-03:00,124196.609375,125180.71875,124056.03125,125121.4296875,0,0.0,0.0,0.5,124171.61607142857,124384.60453869047,56.69435189717516,433.09415000991237,125250.7928387103,123518.41623867064,-0.0015388800741878983
2024-04-19 11:00:00-03:00,125113.9375,125508.90625,124850.1796875,125447.828125,0,0.0,0.0,0.5,124289.94196428571,124428.91071428571,62.04088076598037,471.83150872401706,125372.57373173375,123485.24769683767,-0.0037674401746443653
2024-04-19 12:00:00-03:00,125385.296875,125472.1796875,125186.7421875,125222.0,0,0.0,0.0,0.5,124446.88727678571,124436.41443452382,58.14337668365462,500.35178373096886,125437.11800198576,123435.71086706188,-0.002693029679289527
2024-04-19 13:00:00-03:00,125218.421875,125265.9609375,124959.03125,125214.7578125,0,0.0,0.0,0.5,124665.32366071429,124457.30059523809,62.572233678105206,530.5247299545518,125518.3500551472,123396.25113532899,-0.001256279133930449
2024-04-19 14:00:00-03:00,125218.7109375,125238.78125,125029.203125,125173.84375,0,0.0,0.0,0.5,124863.609375,124486.45089285714,59.97121021865461,547.3721497901006,125581.19519243734,123391.70659327695,-0.010546145448217858
2024-04-19 15:00:00-03:00,125151.0078125,125151.0078125,124764.2109375,124997.1171875,0,0.0,0.0,0.5,125042.29799107143,124492.70424107143,60.943009558921084,559.7652038622848,125612.234648796,123373.17383334687,-0.005195994832630779
2024-04-19 16:00:00-03:00,124997.0234375,125230.09375,124933.7578125,125230.09375,0,0.0,0.0,0.5,125201.01004464286,124524.08333333333,61.449397218781066,583.6513527323357,125691.386038798,123356.78062786866,-0.004603214133583555
2024-04-22 10:00:00-03:00,125124.296875,125464.578125,124633.03125,124818.09375,0,0.0,0.0,0.5,125157.67633928571,124541.18340773809,48.505725290361994,582.7643350710053,125706.7120778801,123375.65473759608,-0.003191206503263877
2024-04-22 11:00:00-03:00,124831.390625,125266.6015625,124791.6484375,125148.5390625,0,0.0,0.0,0.5,125114.92075892857,124584.81324404762,56.295734286930994,595.859684849626,125776.53261374687,123393.09387434837,-0.00579592512971927
2024-04-22 12:00:00-03:00,125104.7109375,125269.2109375,125047.46875,125229.796875,0,0.0,0.0,0.5,125116.03459821429,124624.86979166667,64.61079759411528,595.8172865970666,125816.50436486081,123433.23521847253,-0.005935463392485851
2024-04-22 13:00:00-03:00,125293.5,126003.2734375,125197.0234375,126003.2734375,0,0.0,0.0,0.5,125228.6796875,124719.35007440476,78.11162051979902,659.3799342096014,126038.10994282397,123400.59020598556,-0.012084879491288003
2024-04-22 14:00:00-03:00,126061.8203125,126081.140625,125574.0,125610.4765625,0,0.0,0.0,0.5,125291.05580357143,124783.33221726191,70.66522500075209,663.4666375602656,126110.26549238244,123456.39894214137,0.005743574459261103
2024-04-22 15:00:00-03:00,125604.5390625,125796.0703125,125555.15625,125753.953125,0,0.0,0.0,0.5,125399.17522321429,124866.015625,72.21511436919727,677.227930517871,126220.47148603575,123511.55976396425,0.003789455922919016
2024-04-22 16:00:00-03:00,125755.5234375,125813.9375,125436.46875,125556.3515625,0,0.0,0.0,0.5,125445.78348214286,124930.99479166667,66.5448959732932,692.9941673025725,126316.98312627182,123545.00645706152,0.007808620295182367
2024-04-23 10:00:00-03:00,125571.859375,125571.859375,124310.1015625,124773.9921875,0,0.0,0.0,0.5,125439.48325892857,124922.92522321429,45.78710440160059,690.2031417481857,126303.33150671066,123542.51893971792,0.01361499175603198
2024-04-23 11:00:00-03:00,124776.7734375,124948.546875,124623.1875,124684.90625,0,0.0,0.0,0.5,125373.25,124926.03757440476,40.18418597918911,666.3257971870835,126258.68916877893,123593.3859800306,0.015516926793214036
2024-04-23 12:00:00-03:00,124616.6328125,125040.1484375,124608.0390625,124977.5390625,0,0.0,0.0,0.5,125337.21316964286,124966.71168154762,46.90790006778884,594.3994013280834,126155.51048420378,123777.91287889145,0.014488103331067315
2024-04-23 13:00:00-03:00,124940.1015625,125663.0625,124926.953125,125572.3203125,0,0.0,0.0,0.5,125275.6484375,125056.55059523809,53.9374522529715,527.9947646335975,126112.54012450529,124000.56106597089,0.007892924252999922
2024-04-23 14:00:00-03:00,125549.84375,125825.703125,125473.140625,125510.1328125,0,0.0,0.0,0.5,125261.31361607143,125138.65959821429,53.68592131335084,423.39948001490427,125985.45855824409,124291.86063818449,0.010572415810302216
2024-04-23 15:00:00-03:00,125517.078125,125645.1796875,125381.84375,125645.1796875,0,0.0,0.0,0.5,125245.77455357143,125229.08258928571,57.168634716960256,347.48921569838905,125924.0610206825,124534.10415788893,0.01037358240277686
2024-04-23 16:00:00-03:00,125654.2890625,125654.2890625,125169.3515625,125395.6015625,0,0.0,0.0,0.5,125222.81026785714,125289.86793154762,51.82408847238079,346.11945854576743,125982.10684863916,124597.62901445608,0.011000124169526782
2024-04-24 10:00:00-03:00,125149.1796875,125472.546875,124946.5390625,125018.4609375,0,0.0,0.0,0.5,125257.734375,125284.96465773809,52.22537870571065,349.65393584793554,125984.27252943396,124585.65678604222,0.016066877123084966
2024-04-24 11:00:00-03:00,125035.6328125,125243.78125,124830.1328125,125012.5234375,0,0.0,0.0,0.5,125304.53683035714,125264.23586309524,48.37199037968813,354.48655702713694,125973.20897714951,124555.26274904096,0.01672519934409067
2024-04-24 12:00:00-03:00,124972.21875,124972.21875,124555.921875,124704.9609375,0,0.0,0.0,0.5,125265.59709821429,125239.61495535714,44.040917630737184,376.06358340248875,125991.74212216212,124487.48778855217,0.019478099401493587
2024-04-24 13:00:00-03:00,124681.6015625,124928.8828125,124656.7734375,124928.8828125,0,0.0,0.0,0.5,125173.67745535714,125226.00186011905,36.06175226929049,382.2984353311388,125990.59873078133,124461.40498945677,0.017958529781037402
2024-04-24 14:00:00-03:00,124950.71875,125065.40625,124831.0390625,124975.2109375,0,0.0,0.0,0.5,125097.26004464286,125216.54315476191,40.94454516702377,383.02727246961985,125982.59769970115,124450.48860982267,0.01332783057540099
2024-04-24 15:00:00-03:00,124961.0390625,125008.1796875,124818.1015625,124884.7734375,0,0.0,0.0,0.5,124988.63058035714,125211.19345238095,37.41997200292184,390.6129045462332,125992.41926147342,124429.96764328847,0.010402276448458592
2024-04-24 16:00:00-03:00,124876.40625,125062.2578125,124833.8515625,125057.453125,0,0.0,0.0,0.5,124940.32366071429,125202.97247023809,42.72674880808385,381.52649392977435,125966.02545809765,124439.91948237854,0.007747376612024626
2024-04-25 10:00:00-03:00,124717.8828125,124717.8828125,123702.890625,123853.7421875,0,0.0,0.0,0.5,124773.93526785714,125157.05096726191,38.05190168217929,489.31505483430385,126135.68107693052,124178.4208575933,0.01616460544219267
2024-04-25 11:00:00-03:00,123861.8203125,124415.2890625,123851.71875,124347.6328125,0,0.0,0.0,0.5,124678.95089285714,125118.91257440476,46.037518334199184,521.1758585422664,126161.2642914893,124076.56085732023,0.014305911658827997
2024-04-25 12:00:00-03:00,124327.7109375,124731.6484375,124327.7109375,124653.6328125,0,0.0,0.0,0.5,124671.61830357143,125091.47619047618,46.2064788144743,486.080482245123,126063.63715496643,124119.31522598593,0.010641298874098926
2024-04-25 13:00:00-03:00,124712.65625,124718.6328125,124361.3671875,124419.7734375,0,0.0,0.0,0.5,124598.88839285714,125016.07142857143,35.255067364970216,486.2085859313718,125988.48860043418,124043.65425670869,0.012780826198810047
2024-04-25 14:00:00-03:00,124416.2109375,124515.25,124243.7421875,124423.1875,0,0.0,0.0,0.5,124520.02790178571,124959.53385416667,35.882022255280205,466.2826507308197,125892.09915562831,124026.96855270503,0.020548822541618383
