datetime,open,high,low,close,volume,dividends,stock splits,Score_Sentimento
2024-04-04 12:00:00-03:00,128343.6328125,129435.359375,128329.84375,129406.34375,0,0.0,0.0,0.5
2024-04-04 13:00:00-03:00,129387.4296875,129627.1328125,129186.921875,129201.6171875,0,0.0,0.0,0.5
2024-04-04 14:00:00-03:00,129182.9375,129306.3671875,128778.0,128778.0,0,0.0,0.0,0.5
2024-04-04 15:00:00-03:00,128732.8828125,128912.5234375,127841.7421875,127850.96875,0,0.0,0.0,0.5
2024-04-04 16:00:00-03:00,127895.6484375,127895.6484375,127177.65625,127461.3671875,0,0.0,0.0,0.5
2024-04-05 10:00:00-03:00,127421.7421875,127432.203125,126810.3515625,126939.21875,0,0.0,0.0,0.5
2024-04-05 11:00:00-03:00,127085.25,127115.2578125,126394.1328125,126788.5078125,0,0.0,0.0,0.5
2024-04-05 12:00:00-03:00,126771.90625,127014.0625,126400.3515625,126994.453125,0,0.0,0.0,0.5
2024-04-05 13:00:00-03:00,127000.8203125,127246.046875,126870.703125,127240.1484375,0,0.0,0.0,0.5
2024-04-05 14:00:00-03:00,127222.109375,127222.109375,126493.9921875,126518.75,0,0.0,0.0,0.5
2024-04-05 15:00:00-03:00,126527.859375,126786.0390625,126420.6875,126770.9375,0,0.0,0.0,0.5
2024-04-05 16:00:00-03:00,126782.3125,126973.7890625,126629.3671875,126945.6484375,0,0.0,0.0,0.5
2024-04-08 10:00:00-03:00,126796.421875,128289.7734375,126796.421875,128089.546875,0,0.0,0.0,0.5
2024-04-08 11:00:00-03:00,128115.2890625,128370.578125,127907.6171875,128362.46875,0,0.0,0.0,0.5
2024-04-08 12:00:00-03:00,128347.9296875,128616.0078125,128324.890625,128564.6015625,0,0.0,0.0,0.5
2024-04-08 13:00:00-03:00,128554.078125,128655.03125,128460.96875,128510.8984375,0,0.0,0.0,0.5
2024-04-08 14:00:00-03:00,128530.828125,128766.3984375,128525.40625,128734.6171875,0,0.0,0.0,0.5
2024-04-08 15:00:00-03:00,128712.3984375,128755.1171875,128463.0625,128647.171875,0,0.0,0.0,0.5
2024-04-08 16:00:00-03:00,128625.7265625,129178.140625,128600.3515625,128848.7421875,0,0.0,0.0,0.5
2024-04-09 10:00:00-03:00,128857.84375,129824.609375,128826.3828125,129532.4375,0,0.0,0.0,0.5
2024-04-09 11:00:00-03:00,129513.15625,129956.1796875,129190.7734375,129514.25,0,0.0,0.0,0.5
2024-04-09 12:00:00-03:00,129530.6171875,129667.8125,129398.2578125,129467.1875,0,0.0,0.0,0.5
2024-04-09 13:00:00-03:00,129490.1484375,129653.703125,129339.5625,129349.421875,0,0.0,0.0,0.5
2024-04-09 14:00:00-03:00,129335.84375,129645.28125,129179.578125,129566.8125,0,0.0,0.0,0.5
2024-04-09 15:00:00-03:00,129591.09375,129758.1484375,129502.8828125,129551.2578125,0,0.0,0.0,0.5
2024-04-09 16:00:00-03:00,129539.3125,129854.09375,129379.59375,129813.1015625,0,0.0,0.0,0.5
2024-04-10 10:00:00-03:00,129871.640625,129871.640625,128838.359375,129154.0625,0,0.0,0.0,0.5
2024-04-10 11:00:00-03:00,129116.7109375,129160.0625,128735.7734375,128871.0234375,0,0.0,0.0,0.5
2024-04-10 12:00:00-03:00,128879.21875,128938.7109375,128158.109375,128218.828125,0,0.0,0.0,0.5
2024-04-10 13:00:00-03:00,128221.453125,128406.078125,128221.453125,128404.6484375,0,0.0,0.0,0.5
2024-04-10 14:00:00-03:00,128366.640625,128546.90625,127949.21875,128142.9375,0,0.0,0.0,0.5
2024-04-10 15:00:00-03:00,128132.15625,128295.3125,127876.9609375,127901.828125,0,0.0,0.0,0.5
2024-04-10 16:00:00-03:00,127854.84375,128127.3828125,127731.7734375,128050.1015625,0,0.0,0.0,0.5
2024-04-11 10:00:00-03:00,128051.34375,128051.34375,127438.8984375,127513.3828125,0,0.0,0.0,0.5
2024-04-11 11:00:00-03:00,127490.4375,127500.828125,127069.4296875,127364.7265625,0,0.0,0.0,0.5
2024-04-11 12:00:00-03:00,127367.1796875,127598.7578125,127240.75,127568.4921875,0,0.0,0.0,0.5
2024-04-11 13:00:00-03:00,127489.6796875,127489.6796875,127118.953125,127165.2734375,0,0.0,0.0,0.5
2024-04-11 14:00:00-03:00,127194.6875,127587.8203125,127148.4921875,127533.59375,0,0.0,0.0,0.5
2024-04-11 15:00:00-03:00,127561.2109375,127859.90625,127329.7109375,127363.2578125,0,0.0,0.0,0.5
2024-04-11 16:00:00-03:00,127328.9765625,127597.6328125,127274.140625,127446.78125,0,0.0,0.0,0.5
2024-04-12 10:00:00-03:00,127396.296875,127639.8984375,126964.65625,127462.4921875,0,0.0,0.0,0.5
2024-04-12 11:00:00-03:00,127464.6328125,127634.0703125,126867.921875,126867.921875,0,0.0,0.0,0.5
2024-04-12 12:00:00-03:00,126811.203125,127095.5703125,126743.7421875,127010.34375,0,0.0,0.0,0.5
2024-04-12 13:00:00-03:00,127006.6015625,127198.671875,126464.3984375,126548.0,0,0.0,0.0,0.5
2024-04-12 14:00:00-03:00,126512.0078125,126601.359375,126098.3671875,126181.28125,0,0.0,0.0,0.5
2024-04-12 15:00:00-03:00,126189.578125,126232.5703125,125725.7578125,125742.7890625,0,0.0,0.0,0.5
2024-04-12 16:00:00-03:00,125730.1796875,126068.7109375,125635.1328125,125894.0390625,0,0.0,0.0,0.5
2024-04-15 10:00:00-03:00,125946.09375,126229.5234375,125641.109375,126162.3515625,0,0.0,0.0,0.5
2024-04-15 11:00:00-03:00,126191.8828125,126250.40625,125831.6015625,125984.0078125,0,0.0,0.0,0.5
2024-04-15 12:00:00-03:00,125937.0,126227.203125,125838.7265625,126116.7109375,0,0.0,0.0,0.5
2024-04-15 13:00:00-03:00,126105.3828125,126105.3828125,125676.9609375,125827.859375,0,0.0,0.0,0.5
2024-04-15 14:00:00-03:00,125806.8671875,125845.0625,125033.9765625,125415.1015625,0,0.0,0.0,0.5
2024-04-15 15:00:00-03:00,125417.5078125,125496.0390625,125067.609375,125343.59375,0,0.0,0.0,0.5
2024-04-15 16:00:00-03:00,125323.0703125,125459.40625,125090.203125,125405.8203125,0,0.0,0.0,0.5
2024-04-16 10:00:00-03:00,125315.6328125,125315.6328125,123756.078125,124157.84375,0,0.0,0.0,0.5
2024-04-16 11:00:00-03:00,124122.6875,124705.046875,124070.6015625,124517.3984375,0,0.0,0.0,0.5
2024-04-16 12:00:00-03:00,124472.0078125,125171.4296875,124472.0078125,125064.421875,0,0.0,0.0,0.5
2024-04-16 13:00:00-03:00,125027.53125,125027.53125,124676.453125,124776.1484375,0,0.0,0.0,0.5
2024-04-16 14:00:00-03:00,124813.2265625,124844.53125,124261.4921875,124561.6875,0,0.0,0.0,0.5
2024-04-16 15:00:00-03:00,124590.2890625,125118.4921875,124416.9609375,124865.796875,0,0.0,0.0,0.5
2024-04-16 16:00:00-03:00,124863.859375,124899.703125,124469.4296875,124571.1328125,0,0.0,0.0,0.5
2024-04-17 10:00:00-03:00,124388.6171875,125300.96875,124313.1484375,124458.9921875,0,0.0,0.0,0.5
2024-04-17 11:00:00-03:00,124453.8984375,124525.0,124138.796875,124232.3125,0,0.0,0.0,0.5
2024-04-17 12:00:00-03:00,124248.109375,124632.46875,124097.1015625,124388.609375,0,0.0,0.0,0.5
2024-04-17 13:00:00-03:00,124381.2890625,124381.2890625,123641.9375,124019.1875,0,0.0,0.0,0.5
2024-04-17 14:00:00-03:00,123992.3515625,124438.6484375,123898.28125,124266.8515625,0,0.0,0.0,0.5
2024-04-17 15:00:00-03:00,124290.3125,124379.03125,123975.4765625,124017.6015625,0,0.0,0.0,0.5
2024-04-17 16:00:00-03:00,124023.703125,124241.046875,123911.2578125,124191.7890625,0,0.0,0.0,0.5
2024-04-18 10:00:00-03:00,124170.671875,124956.953125,124164.1875,124943.453125,0,0.0,0.0,0.5
2024-04-18 11:00:00-03:00,124926.0,125140.21875,124569.609375,124619.546875,0,0.0,0.0,0.5
2024-04-18 12:00:00-03:00,124626.34375,124736.8125,124109.40625,124123.3828125,0,0.0,0.0,0.5
2024-04-18 13:00:00-03:00,124126.4296875,124165.1171875,123595.7734375,123685.703125,0,0.0,0.0,0.5
2024-04-18 14:00:00-03:00,123694.9296875,123785.84375,123396.53125,123785.84375,0,0.0,0.0,0.5
2024-04-18 15:00:00-03:00,123777.1875,123985.8828125,123633.078125,123746.296875,0,0.0,0.0,0.5
2024-04-18 16:00:00-03:00,123771.0,124204.640625,123771.0,124119.109375,0,0.0,0.0,0.5
2024-04-19 10:00:00-03:00,124196.609375,125180.71875,124056.03125,125121.4296875,0,0.0,0.0,0.5
2024-04-19 11:00:00-03:00,125113.9375,125508.90625,124850.1796875,125447.828125,0,0.0,0.0,0.5
2024-04-19 12:00:00-03:00,125385.296875,125472.1796875,125186.7421875,125222.0,0,0.0,0.0,0.5
2024-04-19 13:00:00-03:00,125218.421875,125265.9609375,124959.03125,125214.7578125,0,0.0,0.0,0.5
2024-04-19 14:00:00-03:00,125218.7109375,125238.78125,125029.203125,125173.84375,0,0.0,0.0,0.5
2024-04-19 15:00:00-03:00,125151.0078125,125151.0078125,124764.2109375,124997.1171875,0,0.0,0.0,0.5
2024-04-19 16:00:00-03:00,124997.0234375,125230.09375,124933.7578125,125230.09375,0,0.0,0.0,0.5
2024-04-22 10:00:00-03:00,125124.296875,125464.578125,124633.03125,124818.09375,0,0.0,0.0,0.5
2024-04-22 11:00:00-03:00,124831.390625,125266.6015625,124791.6484375,125148.5390625,0,0.0,0.0,0.5
2024-04-22 12:00:00-03:00,125104.7109375,125269.2109375,125047.46875,125229.796875,0,0.0,0.0,0.5
2024-04-22 13:00:00-03:00,125293.5,126003.2734375,125197.0234375,126003.2734375,0,0.0,0.0,0.5
2024-04-22 14:00:00-03:00,126061.8203125,126081.140625,125574.0,125610.4765625,0,0.0,0.0,0.5
2024-04-22 15:00:00-03:00,125604.5390625,125796.0703125,125555.15625,125753.953125,0,0.0,0.0,0.5
2024-04-22 16:00:00-03:00,125755.5234375,125813.9375,125436.46875,125556.3515625,0,0.0,0.0,0.5
2024-04-23 10:00:00-03:00,125571.859375,125571.859375,124310.1015625,124773.9921875,0,0.0,0.0,0.5
2024-04-23 11:00:00-03:00,124776.7734375,124948.546875,124623.1875,124684.90625,0,0.0,0.0,0.5
2024-04-23 12:00:00-03:00,124616.6328125,125040.1484375,124608.0390625,124977.5390625,0,0.0,0.0,0.5
2024-04-23 13:00:00-03:00,124940.1015625,125663.0625,124926.953125,125572.3203125,0,0.0,0.0,0.5
2024-04-23 14:00:00-03:00,125549.84375,125825.703125,125473.140625,125510.1328125,0,0.0,0.0,0.5
2024-04-23 15:00:00-03:00,125517.078125,125645.1796875,125381.84375,125645.1796875,0,0.0,0.0,0.5
2024-04-23 16:00:00-03:00,125654.2890625,125654.2890625,125169.3515625,125395.6015625,0,0.0,0.0,0.5
2024-04-24 10:00:00-03:00,125149.1796875,125472.546875,124946.5390625,125018.4609375,0,0.0,0.0,0.5
2024-04-24 11:00:00-03:00,125035.6328125,125243.78125,124830.1328125,125012.5234375,0,0.0,0.0,0.5
2024-04-24 12:00:00-03:00,124972.21875,124972.21875,124555.921875,124704.9609375,0,0.0,0.0,0.5
2024-04-24 13:00:00-03:00,124681.6015625,124928.8828125,124656.7734375,124928.8828125,0,0.0,0.0,0.5
2024-04-24 14:00:00-03:00,124950.71875,125065.40625,124831.0390625,124975.2109375,0,0.0,0.0,0.5
2024-04-24 15:00:00-03:00,124961.0390625,125008.1796875,124818.1015625,124884.7734375,0,0.0,0.0,0.5
2024-04-24 16:00:00-03:00,124876.40625,125062.2578125,124833.8515625,125057.453125,0,0.0,0.0,0.5
2024-04-25 10:00:00-03:00,124717.8828125,124717.8828125,123702.890625,123853.7421875,0,0.0,0.0,0.5
2024-04-25 11:00:00-03:00,123861.8203125,124415.2890625,123851.71875,124347.6328125,0,0.0,0.0,0.5
2024-04-25 12:00:00-03:00,124327.7109375,124731.6484375,124327.7109375,124653.6328125,0,0.0,0.0,0.5
2024-04-25 13:00:00-03:00,124712.65625,124718.6328125,124361.3671875,124419.7734375,0,0.0,0.0,0.5
2024-04-25 14:00:00-03:00,124416.2109375,124515.25,124243.7421875,124423.1875,0,0.0,0.0,0.5
2024-04-25 15:00:00-03:00,124423.6875,124593.1875,124365.5390625,124486.5,0,0.0,0.0,0.5
2024-04-25 16:00:00-03:00,124485.6015625,124673.1328125,124402.671875,124480.5390625,0,0.0,0.0,0.5
2024-04-26 10:00:00-03:00,124650.921875,126475.4921875,124650.921875,126331.9296875,0,0.0,0.0,0.5
2024-04-26 11:00:00-03:00,126288.2109375,126403.59375,126113.5234375,126230.4921875,0,0.0,0.0,0.5
2024-04-26 12:00:00-03:00,126240.546875,126536.7734375,126183.328125,126536.7734375,0,0.0,0.0,0.5
2024-04-26 13:00:00-03:00,126525.8515625,126639.0234375,126397.109375,126472.7890625,0,0.0,0.0,0.5
2024-04-26 14:00:00-03:00,126488.1875,126676.421875,126399.8828125,126619.6328125,0,0.0,0.0,0.5
2024-04-26 15:00:00-03:00,126607.09375,126826.1328125,126580.0078125,126788.2265625,0,0.0,0.0,0.5
2024-04-26 16:00:00-03:00,126777.25,126815.640625,126495.078125,126563.453125,0,0.0,0.0,0.5
2024-04-29 10:00:00-03:00,126526.7265625,126951.3515625,126466.578125,126837.078125,0,0.0,0.0,0.5
2024-04-29 11:00:00-03:00,126826.1875,126959.15625,126688.6875,126948.5703125,0,0.0,0.0,0.5
2024-04-29 12:00:00-03:00,126904.6171875,127045.3203125,126722.6015625,126774.96875,0,0.0,0.0,0.5
2024-04-29 13:00:00-03:00,126780.9765625,127059.5,126737.8671875,127027.1171875,0,0.0,0.0,0.5
2024-04-29 14:00:00-03:00,127052.46875,127173.828125,127036.4375,127103.3828125,0,0.0,0.0,0.5
2024-04-29 15:00:00-03:00,127122.15625,127270.9296875,127003.1015625,127133.9765625,0,0.0,0.0,0.5
2024-04-29 16:00:00-03:00,127124.3671875,127172.421875,126860.453125,127172.421875,0,0.0,0.0,0.5
2024-04-30 10:00:00-03:00,127351.5703125,127351.6171875,126578.7734375,126640.859375,0,0.0,0.0,0.5
2024-04-30 11:00:00-03:00,126621.953125,126709.4375,126183.859375,126183.859375,0,0.0,0.0,0.5
2024-04-30 12:00:00-03:00,126197.4921875,126248.8984375,125877.71875,126026.3203125,0,0.0,0.0,0.5
2024-04-30 13:00:00-03:00,126030.921875,126097.90625,125855.7890625,125855.7890625,0,0.0,0.0,0.5
2024-04-30 14:00:00-03:00,125869.0078125,126126.5390625,125869.0078125,126126.5390625,0,0.0,0.0,0.5
2024-04-30 15:00:00-03:00,126126.21875,126174.3515625,125953.65625,125980.109375,0,0.0,0.0,0.5
2024-04-30 16:00:00-03:00,126001.9765625,126172.25,125900.3984375,126009.9609375,0,0.0,0.0,0.5
2024-05-02 10:00:00-03:00,125925.546875,127439.671875,125925.546875,126979.9375,0,0.0,0.0,0.5
2024-05-02 11:00:00-03:00,126964.7421875,127090.4921875,126561.8203125,127005.53125,0,0.0,0.0,0.5
2024-05-02 12:00:00-03:00,127025.9375,127066.9765625,126868.75,126955.0,0,0.0,0.0,0.5
2024-05-02 13:00:00-03:00,126934.4609375,127141.078125,126691.109375,126972.3671875,0,0.0,0.0,0.5
2024-05-02 14:00:00-03:00,126992.90625,127313.6328125,126992.90625,127207.53125,0,0.0,0.0,0.5
2024-05-02 15:00:00-03:00,127213.9609375,127523.7421875,127057.8515625,127514.7578125,0,0.0,0.0,0.5
2024-05-02 16:00:00-03:00,127543.140625,127670.15625,127239.453125,127313.0390625,0,0.0,0.0,0.5
2024-05-03 10:00:00-03:00,127130.4609375,128786.9609375,127130.4609375,128429.3125,0,0.0,0.0,0.5
2024-05-03 11:00:00-03:00,128377.578125,128600.3515625,128274.6796875,128487.21875,0,0.0,0.0,0.5
2024-05-03 12:00:00-03:00,128520.3203125,128621.9609375,128391.2421875,128454.28125,0,0.0,0.0,0.5
2024-05-03 13:00:00-03:00,128450.0625,128697.609375,128327.6796875,128327.6796875,0,0.0,0.0,0.5
2024-05-03 14:00:00-03:00,128353.3984375,128600.171875,128280.640625,128547.203125,0,0.0,0.0,0.5
2024-05-03 15:00:00-03:00,128572.75,128708.0625,128553.84375,128610.40625,0,0.0,0.0,0.5
2024-05-03 16:00:00-03:00,128622.21875,128700.4296875,128496.078125,128496.078125,0,0.0,0.0,0.5
2024-05-06 10:00:00-03:00,128505.5703125,129110.9765625,128293.6796875,129110.9765625,0,0.0,0.0,0.5
2024-05-06 11:00:00-03:00,129123.1015625,129180.5703125,128942.65625,129015.578125,0,0.0,0.0,0.5
2024-05-06 12:00:00-03:00,129017.8203125,129101.3671875,128851.0234375,129051.15625,0,0.0,0.0,0.5
2024-05-06 13:00:00-03:00,129070.1875,129080.546875,128777.7578125,128791.109375,0,0.0,0.0,0.5
2024-05-06 14:00:00-03:00,128782.671875,128849.75,128486.8203125,128575.6171875,0,0.0,0.0,0.5
2024-05-06 15:00:00-03:00,128569.0,128658.109375,128527.890625,128567.96875,0,0.0,0.0,0.5
2024-05-06 16:00:00-03:00,128559.5078125,128559.5078125,128411.6796875,128473.5234375,0,0.0,0.0,0.5
2024-05-07 10:00:00-03:00,128465.6875,129426.15625,128463.5625,129154.8671875,0,0.0,0.0,0.5
2024-05-07 11:00:00-03:00,129135.9609375,129685.359375,129064.3828125,129623.3671875,0,0.0,0.0,0.5
2024-05-07 12:00:00-03:00,129620.1171875,129745.03125,129462.6328125,129464.7734375,0,0.0,0.0,0.5
2024-05-07 13:00:00-03:00,129477.03125,129612.3515625,129382.84375,129573.7578125,0,0.0,0.0,0.5
2024-05-07 14:00:00-03:00,129563.140625,129563.140625,129380.078125,129395.140625,0,0.0,0.0,0.5
2024-05-07 15:00:00-03:00,129402.2421875,129432.90625,129072.0,129130.7890625,0,0.0,0.0,0.5
2024-05-07 16:00:00-03:00,129157.8125,129218.1484375,129072.2890625,129173.4375,0,0.0,0.0,0.5
2024-05-08 10:00:00-03:00,129210.1484375,129210.1484375,128048.0390625,129041.40625,0,0.0,0.0,0.5
2024-05-08 11:00:00-03:00,129055.046875,129247.4296875,128975.75,128991.6875,0,0.0,0.0,0.5
2024-05-08 12:00:00-03:00,128983.0625,129367.9921875,128972.2421875,129257.4921875,0,0.0,0.0,0.5
2024-05-08 13:00:00-03:00,129259.671875,129325.6875,129141.1875,129257.828125,0,0.0,0.0,0.5
2024-05-08 14:00:00-03:00,129260.7890625,129260.7890625,129123.2890625,129164.2109375,0,0.0,0.0,0.5
2024-05-08 15:00:00-03:00,129173.7734375,129403.9375,129065.3828125,129341.59375,0,0.0,0.0,0.5
2024-05-08 16:00:00-03:00,129321.15625,129564.28125,129312.828125,129454.953125,0,0.0,0.0,0.5
2024-05-09 10:00:00-03:00,129467.8671875,129467.8671875,127484.71875,127484.71875,0,0.0,0.0,0.5
2024-05-09 11:00:00-03:00,127436.953125,127749.578125,127375.90625,127716.7578125,0,0.0,0.0,0.5
2024-05-09 12:00:00-03:00,127758.6015625,127964.40625,127645.2109375,127707.2109375,0,0.0,0.0,0.5
2024-05-09 13:00:00-03:00,127690.390625,127841.9921875,127618.796875,127697.1015625,0,0.0,0.0,0.5
2024-05-09 14:00:00-03:00,127703.609375,127932.46875,127547.8828125,127932.46875,0,0.0,0.0,0.5
2024-05-09 15:00:00-03:00,127936.5625,128435.296875,127918.65625,128431.7421875,0,0.0,0.0,0.5
2024-05-09 16:00:00-03:00,128435.2421875,128462.2265625,128178.8984375,128221.671875,0,0.0,0.0,0.5
2024-05-10 10:00:00-03:00,128187.6171875,129021.9296875,128141.953125,128430.0625,0,0.0,0.0,0.5
2024-05-10 11:00:00-03:00,128397.7734375,128474.453125,127896.703125,127986.5625,0,0.0,0.0,0.5
2024-05-10 12:00:00-03:00,127951.96875,128005.2109375,127466.578125,127527.296875,0,0.0,0.0,0.5
2024-05-10 13:00:00-03:00,127502.0625,127926.5078125,127502.0625,127882.3984375,0,0.0,0.0,0.5
2024-05-10 14:00:00-03:00,127880.0078125,128005.8671875,127721.8515625,127962.671875,0,0.0,0.0,0.5
2024-05-10 15:00:00-03:00,127989.65625,127989.65625,127790.796875,127791.703125,0,0.0,0.0,0.5
2024-05-10 16:00:00-03:00,127777.15625,127838.109375,127584.046875,127629.640625,0,0.0,0.0,0.5
2024-05-13 10:00:00-03:00,127599.5703125,128668.1484375,127598.828125,128668.1484375,0,0.0,0.0,0.5
2024-05-13 11:00:00-03:00,128650.6015625,128669.390625,128267.5390625,128268.5625,0,0.0,0.0,0.5
2024-05-13 12:00:00-03:00,128267.5,128267.5,127958.2890625,128103.296875,0,0.0,0.0,0.5
2024-05-13 13:00:00-03:00,128101.6171875,128276.796875,127934.109375,127994.640625,0,0.0,0.0,0.5
2024-05-13 14:00:00-03:00,128022.7109375,128123.796875,127834.7890625,127932.5234375,0,0.0,0.0,0.5
2024-05-13 15:00:00-03:00,127940.59375,128314.5234375,127926.1015625,128220.46875,0,0.0,0.0,0.5
2024-05-13 16:00:00-03:00,128223.109375,128295.6484375,128120.46875,128260.96875,0,0.0,0.0,0.5
2024-05-14 10:00:00-03:00,128154.7890625,128564.28125,127961.78125,128564.28125,0,0.0,0.0,0.5
2024-05-14 11:00:00-03:00,128534.9921875,128964.6796875,128499.9296875,128924.0390625,0,0.0,0.0,0.5
2024-05-14 12:00:00-03:00,128890.6328125,128906.3984375,128622.328125,128706.6796875,0,0.0,0.0,0.5
2024-05-14 13:00:00-03:00,128697.5390625,128700.078125,128416.7421875,128638.2265625,0,0.0,0.0,0.5
2024-05-14 14:00:00-03:00,128633.9296875,128670.1328125,128361.890625,128361.890625,0,0.0,0.0,0.5
2024-05-14 15:00:00-03:00,128343.0078125,128607.9609375,128312.40625,128458.96875,0,0.0,0.0,0.5
2024-05-14 16:00:00-03:00,128463.1015625,128554.6875,128454.046875,128477.8125,0,0.0,0.0,0.5
2024-05-15 10:00:00-03:00,128514.3203125,128645.75,127105.046875,127363.390625,0,0.0,0.0,0.5
2024-05-15 11:00:00-03:00,127392.046875,127693.2578125,127029.296875,127683.7578125,0,0.0,0.0,0.5
2024-05-15 12:00:00-03:00,127672.71875,127976.2578125,127553.6015625,127739.7109375,0,0.0,0.0,0.5
2024-05-15 13:00:00-03:00,127723.296875,128225.2890625,127636.59375,128201.203125,0,0.0,0.0,0.5
2024-05-15 14:00:00-03:00,128218.7578125,128218.7578125,127745.46875,127922.1171875,0,0.0,0.0,0.5
2024-05-15 15:00:00-03:00,127922.109375,128240.75,127748.0625,128172.0625,0,0.0,0.0,0.5
2024-05-15 16:00:00-03:00,128178.7421875,128300.1875,128012.90625,128226.8203125,0,0.0,0.0,0.5
2024-05-16 10:00:00-03:00,128029.203125,128965.4609375,127995.53125,128075.15625,0,0.0,0.0,0.5
2024-05-16 11:00:00-03:00,127940.8203125,128409.75,127922.453125,128389.4765625,0,0.0,0.0,0.5
2024-05-16 12:00:00-03:00,128363.3828125,128389.3125,128168.9921875,128274.296875,0,0.0,0.0,0.5
2024-05-16 13:00:00-03:00,128267.9296875,128288.0703125,128022.421875,128173.953125,0,0.0,0.0,0.5
2024-05-16 14:00:00-03:00,128174.359375,128312.3984375,128059.1015625,128209.0703125,0,0.0,0.0,0.5
2024-05-16 15:00:00-03:00,128214.9375,128553.3515625,128209.2109375,128431.5703125,0,0.0,0.0,0.5
2024-05-16 16:00:00-03:00,128433.5703125,128473.609375,128197.2265625,128282.46875,0,0.0,0.0,0.5
2024-05-17 10:00:00-03:00,128279.796875,128463.703125,127696.109375,127796.3828125,0,0.0,0.0,0.5
2024-05-17 11:00:00-03:00,127785.2890625,128182.28125,127785.2890625,128023.921875,0,0.0,0.0,0.5
2024-05-17 12:00:00-03:00,128056.3203125,128058.109375,127828.8984375,127884.890625,0,0.0,0.0,0.5
2024-05-17 13:00:00-03:00,127863.96875,128101.546875,127774.3828125,128043.84375,0,0.0,0.0,0.5
